Estacion;Fecha;Hora;Carril 1 ligeros ;Carril 1 pesados;Carril 2 ligeros ;Carril 2 pesados;Carril 3 ligeros ;Carril 3 pesados;Carril 4 ligeros ;Carril 4 pesados;Carril 5 ligeros ;Carril 5 pesados;Carril 6 ligeros ;Carril 6 pesados
00288 ; 21/10/2025 ; 24:00 ; 00016 ; 00035 ; 00000 ; 00000 ; 00000 ; 00000 ; 00010 ; 00017 ; 00024 ; 00008 ; 00000 ; 00000
00288 ; 22/10/2025 ; 01:00 ; 00008 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00012 ; 00009 ; 00015 ; 00000 ; 00000
00288 ; 22/10/2025 ; 02:00 ; 00007 ; 00022 ; 00000 ; 00000 ; 00000 ; 00000 ; 00002 ; 00010 ; 00005 ; 00008 ; 00000 ; 00000
00288 ; 22/10/2025 ; 03:00 ; 00001 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000 ; 00005 ; 00011 ; 00002 ; 00016 ; 00000 ; 00000
00288 ; 22/10/2025 ; 04:00 ; 00009 ; 00025 ; 00000 ; 00000 ; 00000 ; 00000 ; 00001 ; 00015 ; 00008 ; 00009 ; 00000 ; 00000
00288 ; 22/10/2025 ; 05:00 ; 00021 ; 00033 ; 00000 ; 00000 ; 00000 ; 00000 ; 00016 ; 00017 ; 00011 ; 00008 ; 00000 ; 00000
00288 ; 22/10/2025 ; 06:00 ; 00081 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000 ; 00033 ; 00037 ; 00051 ; 00010 ; 00000 ; 00000
00288 ; 22/10/2025 ; 07:00 ; 00221 ; 00075 ; 00000 ; 00000 ; 00000 ; 00000 ; 00061 ; 00069 ; 00086 ; 00012 ; 00000 ; 00000
00288 ; 22/10/2025 ; 08:00 ; 00408 ; 00144 ; 00000 ; 00000 ; 00000 ; 00000 ; 00103 ; 00080 ; 00162 ; 00010 ; 00000 ; 00000
00288 ; 22/10/2025 ; 09:00 ; 00373 ; 00125 ; 00000 ; 00000 ; 00000 ; 00000 ; 00165 ; 00131 ; 00195 ; 00019 ; 00000 ; 00000
00288 ; 22/10/2025 ; 10:00 ; 00272 ; 00129 ; 00000 ; 00000 ; 00000 ; 00000 ; 00114 ; 00135 ; 00152 ; 00023 ; 00000 ; 00000
00288 ; 22/10/2025 ; 11:00 ; 00264 ; 00131 ; 00000 ; 00000 ; 00000 ; 00000 ; 00103 ; 00123 ; 00146 ; 00018 ; 00000 ; 00000
00288 ; 22/10/2025 ; 12:00 ; 00266 ; 00120 ; 00000 ; 00000 ; 00000 ; 00000 ; 00118 ; 00117 ; 00166 ; 00025 ; 00000 ; 00000
00288 ; 22/10/2025 ; 13:00 ; 00250 ; 00130 ; 00000 ; 00000 ; 00000 ; 00000 ; 00119 ; 00147 ; 00141 ; 00016 ; 00000 ; 00000
00288 ; 22/10/2025 ; 14:00 ; 00234 ; 00139 ; 00000 ; 00000 ; 00000 ; 00000 ; 00124 ; 00144 ; 00187 ; 00018 ; 00000 ; 00000
00288 ; 22/10/2025 ; 15:00 ; 00310 ; 00126 ; 00000 ; 00000 ; 00000 ; 00000 ; 00137 ; 00109 ; 00152 ; 00012 ; 00000 ; 00000
00288 ; 22/10/2025 ; 16:00 ; 00360 ; 00130 ; 00000 ; 00000 ; 00000 ; 00000 ; 00136 ; 00129 ; 00151 ; 00020 ; 00000 ; 00000
00288 ; 22/10/2025 ; 17:00 ; 00364 ; 00121 ; 00000 ; 00000 ; 00000 ; 00000 ; 00163 ; 00145 ; 00200 ; 00018 ; 00000 ; 00000
00288 ; 22/10/2025 ; 18:00 ; 00425 ; 00107 ; 00000 ; 00000 ; 00000 ; 00000 ; 00172 ; 00110 ; 00192 ; 00033 ; 00000 ; 00000
00288 ; 22/10/2025 ; 19:00 ; 00310 ; 00096 ; 00000 ; 00000 ; 00000 ; 00000 ; 00191 ; 00095 ; 00213 ; 00012 ; 00000 ; 00000
00288 ; 22/10/2025 ; 20:00 ; 00190 ; 00088 ; 00000 ; 00000 ; 00000 ; 00000 ; 00181 ; 00068 ; 00160 ; 00005 ; 00000 ; 00000
00288 ; 22/10/2025 ; 21:00 ; 00119 ; 00055 ; 00000 ; 00000 ; 00000 ; 00000 ; 00131 ; 00046 ; 00124 ; 00006 ; 00000 ; 00000
00288 ; 22/10/2025 ; 22:00 ; 00075 ; 00051 ; 00000 ; 00000 ; 00000 ; 00000 ; 00078 ; 00034 ; 00081 ; 00006 ; 00000 ; 00000
00288 ; 22/10/2025 ; 23:00 ; 00081 ; 00036 ; 00000 ; 00000 ; 00000 ; 00000 ; 00038 ; 00018 ; 00055 ; 00005 ; 00000 ; 00000
00288 ; 22/10/2025 ; 24:00 ; 00017 ; 00020 ; 00000 ; 00000 ; 00000 ; 00000 ; 00009 ; 00017 ; 00026 ; 00007 ; 00000 ; 00000
00288 ; 23/10/2025 ; 01:00 ; 00010 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00006 ; 00022 ; 00009 ; 00007 ; 00000 ; 00000
00288 ; 23/10/2025 ; 02:00 ; 00005 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00007 ; 00011 ; 00004 ; 00009 ; 00000 ; 00000
00288 ; 23/10/2025 ; 03:00 ; 00005 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00017 ; 00004 ; 00007 ; 00000 ; 00000
00288 ; 23/10/2025 ; 04:00 ; 00005 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000 ; 00001 ; 00015 ; 00009 ; 00011 ; 00000 ; 00000
00288 ; 23/10/2025 ; 05:00 ; 00012 ; 00026 ; 00000 ; 00000 ; 00000 ; 00000 ; 00011 ; 00023 ; 00021 ; 00015 ; 00000 ; 00000
00288 ; 23/10/2025 ; 06:00 ; 00080 ; 00032 ; 00000 ; 00000 ; 00000 ; 00000 ; 00045 ; 00038 ; 00041 ; 00026 ; 00000 ; 00000
00288 ; 23/10/2025 ; 07:00 ; 00220 ; 00075 ; 00000 ; 00000 ; 00000 ; 00000 ; 00050 ; 00067 ; 00076 ; 00017 ; 00000 ; 00000
00288 ; 23/10/2025 ; 08:00 ; 00403 ; 00104 ; 00000 ; 00000 ; 00000 ; 00000 ; 00115 ; 00104 ; 00130 ; 00017 ; 00000 ; 00000
00288 ; 23/10/2025 ; 09:00 ; 00385 ; 00076 ; 00000 ; 00000 ; 00000 ; 00000 ; 00149 ; 00130 ; 00159 ; 00011 ; 00000 ; 00000
00288 ; 23/10/2025 ; 10:00 ; 00285 ; 00099 ; 00000 ; 00000 ; 00000 ; 00000 ; 00105 ; 00126 ; 00121 ; 00015 ; 00000 ; 00000
00288 ; 23/10/2025 ; 11:00 ; 00245 ; 00095 ; 00000 ; 00000 ; 00000 ; 00000 ; 00104 ; 00119 ; 00115 ; 00015 ; 00000 ; 00000
00288 ; 23/10/2025 ; 12:00 ; 00232 ; 00109 ; 00000 ; 00000 ; 00000 ; 00000 ; 00148 ; 00098 ; 00116 ; 00010 ; 00000 ; 00000
00288 ; 23/10/2025 ; 13:00 ; 00226 ; 00099 ; 00000 ; 00000 ; 00000 ; 00000 ; 00132 ; 00113 ; 00121 ; 00011 ; 00000 ; 00000
00288 ; 23/10/2025 ; 14:00 ; 00234 ; 00093 ; 00000 ; 00000 ; 00000 ; 00000 ; 00160 ; 00146 ; 00178 ; 00014 ; 00000 ; 00000
00288 ; 23/10/2025 ; 15:00 ; 00272 ; 00108 ; 00000 ; 00000 ; 00000 ; 00000 ; 00120 ; 00161 ; 00172 ; 00007 ; 00000 ; 00000
00288 ; 23/10/2025 ; 16:00 ; 00308 ; 00106 ; 00000 ; 00000 ; 00000 ; 00000 ; 00142 ; 00133 ; 00138 ; 00019 ; 00000 ; 00000
00288 ; 23/10/2025 ; 17:00 ; 00341 ; 00095 ; 00000 ; 00000 ; 00000 ; 00000 ; 00132 ; 00132 ; 00162 ; 00009 ; 00000 ; 00000
00288 ; 23/10/2025 ; 18:00 ; 00343 ; 00077 ; 00000 ; 00000 ; 00000 ; 00000 ; 00170 ; 00132 ; 00195 ; 00019 ; 00000 ; 00000
00288 ; 23/10/2025 ; 19:00 ; 00296 ; 00072 ; 00000 ; 00000 ; 00000 ; 00000 ; 00196 ; 00098 ; 00181 ; 00016 ; 00000 ; 00000
00288 ; 23/10/2025 ; 20:00 ; 00185 ; 00056 ; 00000 ; 00000 ; 00000 ; 00000 ; 00168 ; 00071 ; 00165 ; 00007 ; 00000 ; 00000
00288 ; 23/10/2025 ; 21:00 ; 00122 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000 ; 00112 ; 00041 ; 00106 ; 00008 ; 00000 ; 00000
00288 ; 23/10/2025 ; 22:00 ; 00086 ; 00032 ; 00000 ; 00000 ; 00000 ; 00000 ; 00075 ; 00027 ; 00085 ; 00007 ; 00000 ; 00000
00288 ; 23/10/2025 ; 23:00 ; 00076 ; 00017 ; 00000 ; 00000 ; 00000 ; 00000 ; 00042 ; 00021 ; 00055 ; 00007 ; 00000 ; 00000
00288 ; 23/10/2025 ; 24:00 ; 00022 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00019 ; 00011 ; 00021 ; 00011 ; 00000 ; 00000
00288 ; 24/10/2025 ; 01:00 ; 00009 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00007 ; 00009 ; 00014 ; 00003 ; 00000 ; 00000
00288 ; 24/10/2025 ; 02:00 ; 00006 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000 ; 00005 ; 00024 ; 00004 ; 00011 ; 00000 ; 00000
00288 ; 24/10/2025 ; 03:00 ; 00004 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00015 ; 00004 ; 00011 ; 00000 ; 00000
00288 ; 24/10/2025 ; 04:00 ; 00007 ; 00020 ; 00000 ; 00000 ; 00000 ; 00000 ; 00002 ; 00016 ; 00006 ; 00015 ; 00000 ; 00000
00288 ; 24/10/2025 ; 05:00 ; 00024 ; 00023 ; 00000 ; 00000 ; 00000 ; 00000 ; 00012 ; 00019 ; 00014 ; 00020 ; 00000 ; 00000
00288 ; 24/10/2025 ; 06:00 ; 00078 ; 00035 ; 00000 ; 00000 ; 00000 ; 00000 ; 00045 ; 00044 ; 00052 ; 00007 ; 00000 ; 00000
00288 ; 24/10/2025 ; 07:00 ; 00192 ; 00077 ; 00000 ; 00000 ; 00000 ; 00000 ; 00060 ; 00076 ; 00087 ; 00011 ; 00000 ; 00000
00288 ; 24/10/2025 ; 08:00 ; 00394 ; 00102 ; 00000 ; 00000 ; 00000 ; 00000 ; 00110 ; 00092 ; 00147 ; 00011 ; 00000 ; 00000
00288 ; 24/10/2025 ; 09:00 ; 00352 ; 00093 ; 00000 ; 00000 ; 00000 ; 00000 ; 00157 ; 00104 ; 00207 ; 00006 ; 00000 ; 00000
00288 ; 24/10/2025 ; 10:00 ; 00279 ; 00082 ; 00000 ; 00000 ; 00000 ; 00000 ; 00160 ; 00104 ; 00214 ; 00022 ; 00000 ; 00000
00288 ; 24/10/2025 ; 11:00 ; 00279 ; 00092 ; 00000 ; 00000 ; 00000 ; 00000 ; 00127 ; 00099 ; 00222 ; 00033 ; 00000 ; 00000
00288 ; 24/10/2025 ; 12:00 ; 00258 ; 00096 ; 00000 ; 00000 ; 00000 ; 00000 ; 00148 ; 00107 ; 00193 ; 00022 ; 00000 ; 00000
00288 ; 24/10/2025 ; 13:00 ; 00266 ; 00081 ; 00000 ; 00000 ; 00000 ; 00000 ; 00157 ; 00113 ; 00186 ; 00022 ; 00000 ; 00000
00288 ; 24/10/2025 ; 14:00 ; 00320 ; 00090 ; 00000 ; 00000 ; 00000 ; 00000 ; 00165 ; 00115 ; 00214 ; 00015 ; 00000 ; 00000
00288 ; 24/10/2025 ; 15:00 ; 00369 ; 00119 ; 00000 ; 00000 ; 00000 ; 00000 ; 00171 ; 00103 ; 00225 ; 00021 ; 00000 ; 00000
00288 ; 24/10/2025 ; 16:00 ; 00442 ; 00126 ; 00000 ; 00000 ; 00000 ; 00000 ; 00184 ; 00107 ; 00203 ; 00013 ; 00000 ; 00000
00288 ; 24/10/2025 ; 17:00 ; 00455 ; 00103 ; 00000 ; 00000 ; 00000 ; 00000 ; 00163 ; 00099 ; 00264 ; 00034 ; 00000 ; 00000
00288 ; 24/10/2025 ; 18:00 ; 00490 ; 00102 ; 00000 ; 00000 ; 00000 ; 00000 ; 00205 ; 00106 ; 00268 ; 00018 ; 00000 ; 00000
00288 ; 24/10/2025 ; 19:00 ; 00399 ; 00093 ; 00000 ; 00000 ; 00000 ; 00000 ; 00208 ; 00082 ; 00262 ; 00008 ; 00000 ; 00000
00288 ; 24/10/2025 ; 20:00 ; 00311 ; 00046 ; 00000 ; 00000 ; 00000 ; 00000 ; 00192 ; 00039 ; 00178 ; 00007 ; 00000 ; 00000
00288 ; 24/10/2025 ; 21:00 ; 00167 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000 ; 00146 ; 00039 ; 00133 ; 00005 ; 00000 ; 00000
00288 ; 24/10/2025 ; 22:00 ; 00125 ; 00048 ; 00000 ; 00000 ; 00000 ; 00000 ; 00097 ; 00021 ; 00082 ; 00004 ; 00000 ; 00000
00288 ; 24/10/2025 ; 23:00 ; 00099 ; 00026 ; 00000 ; 00000 ; 00000 ; 00000 ; 00069 ; 00021 ; 00077 ; 00007 ; 00000 ; 00000
00288 ; 24/10/2025 ; 24:00 ; 00044 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00050 ; 00015 ; 00056 ; 00007 ; 00000 ; 00000
00288 ; 25/10/2025 ; 01:00 ; 00022 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00027 ; 00013 ; 00045 ; 00006 ; 00000 ; 00000
00288 ; 25/10/2025 ; 02:00 ; 00016 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00012 ; 00008 ; 00012 ; 00014 ; 00000 ; 00000
00288 ; 25/10/2025 ; 03:00 ; 00010 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000 ; 00001 ; 00022 ; 00008 ; 00011 ; 00000 ; 00000
00288 ; 25/10/2025 ; 04:00 ; 00005 ; 00014 ; 00000 ; 00000 ; 00000 ; 00000 ; 00002 ; 00017 ; 00007 ; 00010 ; 00000 ; 00000
00288 ; 25/10/2025 ; 05:00 ; 00015 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000 ; 00003 ; 00019 ; 00009 ; 00010 ; 00000 ; 00000
00288 ; 25/10/2025 ; 06:00 ; 00023 ; 00020 ; 00000 ; 00000 ; 00000 ; 00000 ; 00008 ; 00024 ; 00020 ; 00007 ; 00000 ; 00000
00288 ; 25/10/2025 ; 07:00 ; 00050 ; 00028 ; 00000 ; 00000 ; 00000 ; 00000 ; 00027 ; 00038 ; 00045 ; 00011 ; 00000 ; 00000
00288 ; 25/10/2025 ; 08:00 ; 00113 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000 ; 00047 ; 00044 ; 00089 ; 00005 ; 00000 ; 00000
00288 ; 25/10/2025 ; 09:00 ; 00138 ; 00031 ; 00000 ; 00000 ; 00000 ; 00000 ; 00061 ; 00053 ; 00093 ; 00009 ; 00000 ; 00000
00288 ; 25/10/2025 ; 10:00 ; 00221 ; 00047 ; 00000 ; 00000 ; 00000 ; 00000 ; 00099 ; 00059 ; 00142 ; 00025 ; 00000 ; 00000
00288 ; 25/10/2025 ; 11:00 ; 00274 ; 00068 ; 00000 ; 00000 ; 00000 ; 00000 ; 00125 ; 00062 ; 00228 ; 00029 ; 00000 ; 00000
00288 ; 25/10/2025 ; 12:00 ; 00356 ; 00058 ; 00000 ; 00000 ; 00000 ; 00000 ; 00145 ; 00069 ; 00201 ; 00011 ; 00000 ; 00000
00288 ; 25/10/2025 ; 13:00 ; 00363 ; 00061 ; 00000 ; 00000 ; 00000 ; 00000 ; 00217 ; 00056 ; 00226 ; 00005 ; 00000 ; 00000
00288 ; 25/10/2025 ; 14:00 ; 00331 ; 00051 ; 00000 ; 00000 ; 00000 ; 00000 ; 00197 ; 00051 ; 00206 ; 00006 ; 00000 ; 00000
00288 ; 25/10/2025 ; 15:00 ; 00236 ; 00055 ; 00000 ; 00000 ; 00000 ; 00000 ; 00151 ; 00065 ; 00143 ; 00004 ; 00000 ; 00000
00288 ; 25/10/2025 ; 16:00 ; 00292 ; 00057 ; 00000 ; 00000 ; 00000 ; 00000 ; 00128 ; 00035 ; 00125 ; 00016 ; 00000 ; 00000
00288 ; 25/10/2025 ; 17:00 ; 00409 ; 00041 ; 00000 ; 00000 ; 00000 ; 00000 ; 00125 ; 00047 ; 00142 ; 00005 ; 00000 ; 00000
00288 ; 25/10/2025 ; 18:00 ; 00432 ; 00049 ; 00000 ; 00000 ; 00000 ; 00000 ; 00144 ; 00048 ; 00129 ; 00005 ; 00000 ; 00000
00288 ; 25/10/2025 ; 19:00 ; 00324 ; 00055 ; 00000 ; 00000 ; 00000 ; 00000 ; 00159 ; 00031 ; 00112 ; 00004 ; 00000 ; 00000
00288 ; 25/10/2025 ; 20:00 ; 00299 ; 00039 ; 00000 ; 00000 ; 00000 ; 00000 ; 00163 ; 00035 ; 00119 ; 00004 ; 00000 ; 00000
00288 ; 25/10/2025 ; 21:00 ; 00219 ; 00032 ; 00000 ; 00000 ; 00000 ; 00000 ; 00118 ; 00028 ; 00102 ; 00007 ; 00000 ; 00000
00288 ; 25/10/2025 ; 22:00 ; 00131 ; 00025 ; 00000 ; 00000 ; 00000 ; 00000 ; 00082 ; 00018 ; 00081 ; 00006 ; 00000 ; 00000
00288 ; 25/10/2025 ; 23:00 ; 00082 ; 00022 ; 00000 ; 00000 ; 00000 ; 00000 ; 00053 ; 00017 ; 00068 ; 00008 ; 00000 ; 00000
00288 ; 25/10/2025 ; 24:00 ; 00042 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00035 ; 00018 ; 00045 ; 00006 ; 00000 ; 00000
00288 ; 26/10/2025 ; 01:00 ; 00033 ; 00014 ; 00000 ; 00000 ; 00000 ; 00000 ; 00033 ; 00012 ; 00047 ; 00007 ; 00000 ; 00000
00288 ; 26/10/2025 ; 02:00 ; 00018 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000 ; 00015 ; 00014 ; 00020 ; 00007 ; 00000 ; 00000
00288 ; 26/10/2025 ; 03:00 ; 00017 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00006 ; 00010 ; 00010 ; 00006 ; 00000 ; 00000
00288 ; 26/10/2025 ; 04:00 ; 00009 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00009 ; 00008 ; 00005 ; 00000 ; 00000
00288 ; 26/10/2025 ; 05:00 ; 00010 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00008 ; 00010 ; 00012 ; 00000 ; 00000
00288 ; 26/10/2025 ; 06:00 ; 00018 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00010 ; 00011 ; 00022 ; 00006 ; 00000 ; 00000
00288 ; 26/10/2025 ; 07:00 ; 00036 ; 00015 ; 00000 ; 00000 ; 00000 ; 00000 ; 00024 ; 00014 ; 00047 ; 00010 ; 00000 ; 00000
00288 ; 26/10/2025 ; 08:00 ; 00060 ; 00015 ; 00000 ; 00000 ; 00000 ; 00000 ; 00028 ; 00018 ; 00030 ; 00004 ; 00000 ; 00000
00288 ; 26/10/2025 ; 09:00 ; 00105 ; 00022 ; 00000 ; 00000 ; 00000 ; 00000 ; 00047 ; 00018 ; 00046 ; 00006 ; 00000 ; 00000
00288 ; 26/10/2025 ; 10:00 ; 00149 ; 00029 ; 00000 ; 00000 ; 00000 ; 00000 ; 00099 ; 00022 ; 00077 ; 00005 ; 00000 ; 00000
00288 ; 26/10/2025 ; 11:00 ; 00183 ; 00032 ; 00000 ; 00000 ; 00000 ; 00000 ; 00127 ; 00017 ; 00156 ; 00002 ; 00000 ; 00000
00288 ; 26/10/2025 ; 12:00 ; 00240 ; 00044 ; 00000 ; 00000 ; 00000 ; 00000 ; 00198 ; 00021 ; 00163 ; 00000 ; 00000 ; 00000
00288 ; 26/10/2025 ; 13:00 ; 00369 ; 00032 ; 00000 ; 00000 ; 00000 ; 00000 ; 00149 ; 00011 ; 00144 ; 00001 ; 00000 ; 00000
00288 ; 26/10/2025 ; 14:00 ; 00295 ; 00027 ; 00000 ; 00000 ; 00000 ; 00000 ; 00162 ; 00014 ; 00144 ; 00004 ; 00000 ; 00000
00288 ; 26/10/2025 ; 15:00 ; 00227 ; 00031 ; 00000 ; 00000 ; 00000 ; 00000 ; 00086 ; 00015 ; 00098 ; 00006 ; 00000 ; 00000
00288 ; 26/10/2025 ; 16:00 ; 00261 ; 00037 ; 00000 ; 00000 ; 00000 ; 00000 ; 00098 ; 00013 ; 00075 ; 00008 ; 00000 ; 00000
00288 ; 26/10/2025 ; 17:00 ; 00387 ; 00046 ; 00000 ; 00000 ; 00000 ; 00000 ; 00135 ; 00010 ; 00089 ; 00004 ; 00000 ; 00000
00288 ; 26/10/2025 ; 18:00 ; 00421 ; 00055 ; 00000 ; 00000 ; 00000 ; 00000 ; 00124 ; 00018 ; 00098 ; 00001 ; 00000 ; 00000
00288 ; 26/10/2025 ; 19:00 ; 00459 ; 00067 ; 00000 ; 00000 ; 00000 ; 00000 ; 00121 ; 00019 ; 00088 ; 00000 ; 00000 ; 00000
00288 ; 26/10/2025 ; 20:00 ; 00302 ; 00068 ; 00000 ; 00000 ; 00000 ; 00000 ; 00093 ; 00006 ; 00095 ; 00002 ; 00000 ; 00000
00288 ; 26/10/2025 ; 21:00 ; 00161 ; 00067 ; 00000 ; 00000 ; 00000 ; 00000 ; 00079 ; 00008 ; 00058 ; 00006 ; 00000 ; 00000
00288 ; 26/10/2025 ; 22:00 ; 00085 ; 00052 ; 00000 ; 00000 ; 00000 ; 00000 ; 00069 ; 00013 ; 00069 ; 00003 ; 00000 ; 00000
00288 ; 26/10/2025 ; 23:00 ; 00061 ; 00078 ; 00000 ; 00000 ; 00000 ; 00000 ; 00028 ; 00014 ; 00044 ; 00004 ; 00000 ; 00000
00288 ; 26/10/2025 ; 24:00 ; 00020 ; 00034 ; 00000 ; 00000 ; 00000 ; 00000 ; 00016 ; 00009 ; 00011 ; 00004 ; 00000 ; 00000
00295 ; 20/10/2025 ; 01:00 ; 00021 ; 00002 ; 00014 ; 00002 ; 00000 ; 00000 ; 00023 ; 00003 ; 00009 ; 00001 ; 00000 ; 00000
00295 ; 20/10/2025 ; 02:00 ; 00010 ; 00001 ; 00008 ; 00001 ; 00000 ; 00000 ; 00012 ; 00003 ; 00001 ; 00001 ; 00000 ; 00000
00295 ; 20/10/2025 ; 03:00 ; 00002 ; 00001 ; 00009 ; 00000 ; 00000 ; 00000 ; 00012 ; 00001 ; 00004 ; 00000 ; 00000 ; 00000
00295 ; 20/10/2025 ; 04:00 ; 00005 ; 00003 ; 00008 ; 00005 ; 00000 ; 00000 ; 00016 ; 00006 ; 00008 ; 00002 ; 00000 ; 00000
00295 ; 20/10/2025 ; 05:00 ; 00016 ; 00004 ; 00008 ; 00002 ; 00000 ; 00000 ; 00040 ; 00003 ; 00011 ; 00001 ; 00000 ; 00000
00295 ; 20/10/2025 ; 06:00 ; 00050 ; 00002 ; 00020 ; 00010 ; 00000 ; 00000 ; 00103 ; 00017 ; 00024 ; 00006 ; 00000 ; 00000
00295 ; 20/10/2025 ; 07:00 ; 00112 ; 00010 ; 00033 ; 00011 ; 00000 ; 00000 ; 00135 ; 00020 ; 00047 ; 00002 ; 00000 ; 00000
00295 ; 20/10/2025 ; 08:00 ; 00232 ; 00028 ; 00092 ; 00017 ; 00000 ; 00000 ; 00372 ; 00026 ; 00114 ; 00004 ; 00000 ; 00000
00295 ; 20/10/2025 ; 09:00 ; 00263 ; 00037 ; 00140 ; 00020 ; 00000 ; 00000 ; 00411 ; 00036 ; 00113 ; 00003 ; 00000 ; 00000
00295 ; 20/10/2025 ; 10:00 ; 00243 ; 00033 ; 00159 ; 00033 ; 00000 ; 00000 ; 00335 ; 00045 ; 00089 ; 00005 ; 00000 ; 00000
00295 ; 20/10/2025 ; 11:00 ; 00223 ; 00036 ; 00234 ; 00031 ; 00000 ; 00000 ; 00293 ; 00049 ; 00101 ; 00004 ; 00000 ; 00000
00295 ; 20/10/2025 ; 12:00 ; 00218 ; 00032 ; 00289 ; 00028 ; 00000 ; 00000 ; 00361 ; 00040 ; 00104 ; 00003 ; 00000 ; 00000
00295 ; 20/10/2025 ; 13:00 ; 00210 ; 00027 ; 00317 ; 00031 ; 00000 ; 00000 ; 00377 ; 00038 ; 00130 ; 00003 ; 00000 ; 00000
00295 ; 20/10/2025 ; 14:00 ; 00240 ; 00025 ; 00313 ; 00041 ; 00000 ; 00000 ; 00374 ; 00026 ; 00103 ; 00003 ; 00000 ; 00000
00295 ; 20/10/2025 ; 15:00 ; 00278 ; 00042 ; 00248 ; 00027 ; 00000 ; 00000 ; 00365 ; 00027 ; 00096 ; 00001 ; 00000 ; 00000
00295 ; 20/10/2025 ; 16:00 ; 00272 ; 00032 ; 00262 ; 00024 ; 00000 ; 00000 ; 00393 ; 00046 ; 00118 ; 00002 ; 00000 ; 00000
00295 ; 20/10/2025 ; 17:00 ; 00323 ; 00058 ; 00275 ; 00031 ; 00000 ; 00000 ; 00365 ; 00037 ; 00124 ; 00004 ; 00000 ; 00000
00295 ; 20/10/2025 ; 18:00 ; 00364 ; 00015 ; 00314 ; 00030 ; 00000 ; 00000 ; 00447 ; 00025 ; 00141 ; 00003 ; 00000 ; 00000
00295 ; 20/10/2025 ; 19:00 ; 00334 ; 00021 ; 00302 ; 00022 ; 00000 ; 00000 ; 00399 ; 00018 ; 00114 ; 00002 ; 00000 ; 00000
00295 ; 20/10/2025 ; 20:00 ; 00210 ; 00018 ; 00202 ; 00022 ; 00000 ; 00000 ; 00322 ; 00009 ; 00088 ; 00003 ; 00000 ; 00000
00295 ; 20/10/2025 ; 21:00 ; 00130 ; 00005 ; 00209 ; 00015 ; 00000 ; 00000 ; 00255 ; 00012 ; 00063 ; 00001 ; 00000 ; 00000
00295 ; 20/10/2025 ; 22:00 ; 00079 ; 00005 ; 00061 ; 00013 ; 00000 ; 00000 ; 00143 ; 00012 ; 00045 ; 00005 ; 00000 ; 00000
00295 ; 20/10/2025 ; 23:00 ; 00072 ; 00007 ; 00054 ; 00011 ; 00000 ; 00000 ; 00065 ; 00002 ; 00023 ; 00004 ; 00000 ; 00000
00295 ; 20/10/2025 ; 24:00 ; 00017 ; 00006 ; 00015 ; 00001 ; 00000 ; 00000 ; 00029 ; 00004 ; 00009 ; 00001 ; 00000 ; 00000
00295 ; 21/10/2025 ; 01:00 ; 00011 ; 00001 ; 00017 ; 00006 ; 00000 ; 00000 ; 00013 ; 00003 ; 00006 ; 00002 ; 00000 ; 00000
00295 ; 21/10/2025 ; 02:00 ; 00002 ; 00001 ; 00006 ; 00006 ; 00000 ; 00000 ; 00012 ; 00002 ; 00005 ; 00000 ; 00000 ; 00000
00295 ; 21/10/2025 ; 03:00 ; 00005 ; 00006 ; 00003 ; 00006 ; 00000 ; 00000 ; 00010 ; 00003 ; 00006 ; 00000 ; 00000 ; 00000
00295 ; 21/10/2025 ; 04:00 ; 00003 ; 00001 ; 00007 ; 00000 ; 00000 ; 00000 ; 00013 ; 00001 ; 00005 ; 00001 ; 00000 ; 00000
00295 ; 21/10/2025 ; 05:00 ; 00013 ; 00003 ; 00016 ; 00000 ; 00000 ; 00000 ; 00027 ; 00003 ; 00010 ; 00001 ; 00000 ; 00000
